2,1840,7,"female",27,7,"yes",4,16,1
2,1844,12,"male",42,15,"yes",3,18,6
2,1856,7,"female",42,15,"yes",2,14,3
4,1876,12,"male",27,7,"yes",2,17,5
3,1929,3,"male",32,10,"yes",4,14,4
2,1935,7,"male",47,15,"yes",3,16,4
5,1938,1,"male",22,1.5,"yes",1,12,2
4,1941,7,"female",32,10,"yes",2,18,5
5,1954,2,"male",32,10,"yes",2,17,6
2,1959,2,"male",22,7,"yes",3,18,6
5,9010,1,"female",32,15,"yes",3,14,1
